Campaign_ID,Region,Platform,Campaign_Category,Campaign_Type,Impressions,Clicks,Total_Engagements,Campaign_Ad_Spend
CMP_24091,Europe,SMS,SMS,Back-in-Stock Alert,844,53,0,0.63
CMP_24092,APAC,SMS,SMS,Cart Abandonment Alert,619,59,0,0.83
CMP_24093,Europe,X,Paid Social Media,Influencer/KOL Discussion,143,5,6,6.02
CMP_24094,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),232,8,15,8.06
CMP_24095,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),479,14,31,9.74
CMP_24096,North America,Email,Email,VIP Early Access / Private Sale,876,52,0,0.26
CMP_24097,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),578,10,44,14.11
CMP_24098,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),597,10,23,8.09
CMP_24099,APAC,Google Ads,Paid Search,Competitor Conquesting,843,73,0,567.72
CMP_24100,APAC,YouTube,Paid Social Media,Product Highlight (Detailed Review),293,10,9,12.31
CMP_24101,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1156,72,0,503.12
CMP_24102,Europe,TikTok,Paid Social Media,Product Highlight (Short-form),206,6,21,10.44
CMP_24103,Europe,Email,Email,Newsletter / Brand Story,541,41,0,0.24
CMP_24104,Europe,SMS,SMS,Cart Abandonment Alert,507,50,0,0.59
CMP_24105,APAC,SMS,SMS,Flash Sale / Price Drop Alert,764,52,0,0.73
CMP_24106,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),230,8,14,12.52
CMP_24107,Europe,SMS,SMS,Cart Abandonment Alert,853,54,0,0.64
CMP_24108,APAC,Email,Email,Welcome Series,982,54,0,0.38
CMP_24109,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",919,84,0,425.55
CMP_24110,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),114,3,4,2.12
CMP_24111,APAC,SMS,SMS,Cart Abandonment Alert,617,47,0,0.66
CMP_24112,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),288,9,8,16.0
CMP_24113,APAC,Email,Email,Welcome Series,1325,56,0,0.39
CMP_24114,North America,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),764,14,31,18.81
CMP_24115,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1277,86,0,283.44
CMP_24116,APAC,Email,Email,Cart Abandonment Flow,865,60,0,0.42
CMP_24117,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),545,13,36,19.93
CMP_24118,North America,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1211,81,0,450.62
CMP_24119,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1097,90,0,623.61
CMP_24120,North America,Instagram,Paid Social Media,Product Highlight (Carousel),538,9,31,8.79
CMP_24121,North America,SMS,SMS,VIP Event Invitation,656,49,0,0.49
CMP_24122,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1066,96,0,736.86
CMP_24123,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),296,8,21,6.67
CMP_24124,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1382,67,0,444.16
CMP_24125,APAC,SMS,SMS,VIP Event Invitation,962,64,0,0.9
CMP_24126,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",885,84,0,594.48
CMP_24127,APAC,SMS,SMS,Cart Abandonment Alert,495,57,0,0.8
CMP_24128,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),848,13,51,15.38
CMP_24129,Europe,SMS,SMS,VIP Event Invitation,746,56,0,0.66
CMP_24130,APAC,Bing Ads,Paid Search,Competitor Conquesting,910,86,0,695.85
CMP_24131,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),466,10,16,18.76
CMP_24132,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),268,9,17,14.4
CMP_24133,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),287,8,13,6.46
CMP_24134,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),541,12,49,14.15
CMP_24135,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),278,5,16,6.08
CMP_24136,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),261,9,23,7.91
CMP_24137,APAC,SMS,SMS,VIP Event Invitation,1092,60,0,0.84
CMP_24138,North America,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),378,12,23,7.36
CMP_24139,North America,Email,Email,Welcome Series,1310,56,0,0.28
CMP_24140,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),221,7,14,5.2
CMP_24141,Europe,SMS,SMS,Cart Abandonment Alert,972,61,0,0.72
CMP_24142,North America,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),344,8,15,4.85
CMP_24143,North America,SMS,SMS,VIP Event Invitation,921,57,0,0.57
CMP_24144,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1313,78,0,628.22
CMP_24145,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1016,81,0,272.19
CMP_24146,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1227,76,0,476.1
CMP_24147,APAC,Email,Email,Welcome Series,1365,42,0,0.29
CMP_24148,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),348,11,19,20.65
CMP_24149,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),326,10,10,10.82
CMP_24150,Europe,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1020,84,0,384.81
CMP_24151,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1795,110,0,522.19
CMP_24152,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),292,10,9,8.19
CMP_24153,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),495,12,22,24.66
CMP_24154,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),332,9,15,9.66
CMP_24155,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",975,74,0,617.49
CMP_24156,Europe,SMS,SMS,Flash Sale / Price Drop Alert,489,51,0,0.6
CMP_24157,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),239,5,11,6.48
CMP_24158,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),326,10,34,14.42
CMP_24159,APAC,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),410,10,23,18.49
CMP_24160,North America,SMS,SMS,Flash Sale / Price Drop Alert,980,54,0,0.54
CMP_24161,Europe,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),388,11,13,10.83
CMP_24162,APAC,Email,Email,Welcome Series,765,46,0,0.32
CMP_24163,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),335,10,15,17.02
CMP_24164,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),295,7,17,13.89
CMP_24165,APAC,X,Paid Social Media,Influencer/KOL Discussion,300,5,17,4.33
CMP_24166,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),506,13,29,19.23
CMP_24167,Europe,Email,Email,Newsletter / Brand Story,792,54,0,0.32
CMP_24168,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1139,92,0,520.38
CMP_24169,APAC,Email,Email,Welcome Series,918,48,0,0.34
CMP_24170,North America,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1058,95,0,445.9
CMP_24171,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),914,17,45,30.29
CMP_24172,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),567,14,25,15.26
CMP_24173,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",964,82,0,293.14
CMP_24174,North America,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),268,9,13,13.19
CMP_24175,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1928,87,0,403.44
CMP_24176,APAC,Email,Email,Cart Abandonment Flow,1348,49,0,0.34
CMP_24177,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),270,6,17,7.61
CMP_24178,North America,SMS,SMS,Back-in-Stock Alert,856,57,0,0.57
CMP_24179,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",852,79,0,313.26
CMP_24180,APAC,YouTube,Paid Social Media,Product Highlight (Detailed Review),422,12,17,10.51
CMP_24181,APAC,Google Ads,Paid Search,Competitor Conquesting,1272,79,0,651.03
CMP_24182,Europe,YouTube,Paid Social Media,Product Highlight (Detailed Review),172,6,13,6.71
CMP_24183,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),432,11,13,17.73
CMP_24184,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),81,2,4,3.17
CMP_24185,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1264,75,0,471.31
CMP_24186,Europe,X,Paid Social Media,Influencer/KOL Discussion,627,12,34,15.92
CMP_24187,Europe,YouTube,Paid Social Media,Product Highlight (Detailed Review),831,14,40,16.61
CMP_24188,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",892,73,0,332.82
CMP_24189,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),732,14,57,13.51
CMP_24190,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1883,80,0,346.06
CMP_24191,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),381,13,23,12.15
CMP_24192,APAC,SMS,SMS,Cart Abandonment Alert,645,52,0,0.73
CMP_24193,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),287,9,12,18.13
CMP_24194,APAC,X,Paid Social Media,Product Launch Announcement,320,5,23,7.92
CMP_24195,Europe,TikTok,Paid Social Media,Product Highlight (Short-form),420,7,42,6.65
CMP_24196,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",995,88,0,466.08
CMP_24197,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),322,8,14,12.17
CMP_24198,Europe,TikTok,Paid Social Media,Product Highlight (Short-form),258,9,18,10.97
CMP_24199,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),348,8,13,12.42
CMP_24200,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1037,67,0,368.7
CMP_24201,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",2080,94,0,618.78
CMP_24202,North America,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),275,7,9,9.92
CMP_24203,Europe,SMS,SMS,VIP Event Invitation,623,55,0,0.65
CMP_24204,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),206,7,7,10.6
CMP_24205,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1042,85,0,326.72
CMP_24206,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),415,9,34,14.23
CMP_24207,APAC,SMS,SMS,Cart Abandonment Alert,576,59,0,0.83
CMP_24208,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),309,10,21,12.55
CMP_24209,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),116,3,11,5.97
CMP_24210,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1505,86,0,394.69
CMP_24211,APAC,SMS,SMS,Cart Abandonment Alert,464,54,0,0.76
CMP_24212,APAC,X,Paid Social Media,Product Launch Announcement,201,4,8,5.06
CMP_24213,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),402,8,17,15.64
CMP_24214,Europe,X,Paid Social Media,Brand Awareness (Conversation Driven),148,4,9,3.79
CMP_24215,APAC,Email,Email,VIP Early Access / Private Sale,736,55,0,0.38
CMP_24216,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),252,5,8,8.8
CMP_24217,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),557,9,56,12.92
CMP_24218,Europe,SMS,SMS,Back-in-Stock Alert,800,55,0,0.65
CMP_24219,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),550,10,37,20.15
CMP_24220,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),429,15,31,18.3
CMP_24221,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",882,86,0,657.61
CMP_24222,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1236,78,0,493.09
CMP_24223,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),468,9,33,13.31
CMP_24224,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",800,79,0,330.24
CMP_24225,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),554,10,49,7.32
CMP_24226,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",818,81,0,362.12
CMP_24227,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),460,7,32,7.81
CMP_24228,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1037,103,0,326.99
CMP_24229,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),608,10,42,13.42
CMP_24230,North America,Email,Email,Welcome Series,735,54,0,0.27
CMP_24231,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),460,9,20,16.45
CMP_24232,Europe,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),303,6,16,5.37
CMP_24233,APAC,SMS,SMS,Cart Abandonment Alert,1239,62,0,0.87
CMP_24234,APAC,SMS,SMS,Flash Sale / Price Drop Alert,373,42,0,0.59
CMP_24235,APAC,SMS,SMS,Cart Abandonment Alert,404,48,0,0.67
CMP_24236,Europe,Email,Email,Cart Abandonment Flow,1270,48,0,0.28
CMP_24237,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),467,10,36,8.95
CMP_24238,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",937,75,0,327.6
CMP_24239,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1007,86,0,678.89
CMP_24240,North America,Instagram,Paid Social Media,Product Highlight (Carousel),340,10,11,14.21
CMP_24241,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),485,9,18,9.94
CMP_24242,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",985,95,0,420.26
CMP_24243,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",990,90,0,467.48
CMP_24244,Europe,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1734,95,0,567.96
CMP_24245,North America,Instagram,Paid Social Media,Product Highlight (Carousel),280,6,14,8.25
CMP_24246,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),338,8,18,14.06
CMP_24247,APAC,Email,Email,Welcome Series,1279,53,0,0.37
CMP_24248,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1070,89,0,572.11
CMP_24249,Europe,SMS,SMS,Cart Abandonment Alert,519,53,0,0.63
CMP_24250,North America,YouTube,Paid Social Media,Product Highlight (Detailed Review),572,14,23,10.71
CMP_24251,APAC,X,Paid Social Media,Product Launch Announcement,207,7,15,9.38
CMP_24252,APAC,SMS,SMS,Cart Abandonment Alert,393,47,0,0.66
CMP_24253,APAC,SMS,SMS,Flash Sale / Price Drop Alert,663,63,0,0.88
CMP_24254,North America,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),400,8,34,7.73
CMP_24255,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",760,75,0,491.41
CMP_24256,APAC,YouTube,Paid Social Media,Product Highlight (Detailed Review),299,9,15,18.63
CMP_24257,North America,Email,Email,Newsletter / Brand Story,699,48,0,0.24
CMP_24258,North America,Email,Email,Welcome Series,1715,60,0,0.3
CMP_24259,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1142,91,0,374.23
CMP_24260,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),339,10,11,20.49
CMP_24261,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1199,100,0,802.83
CMP_24262,North America,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1594,93,0,311.11
CMP_24263,Europe,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),426,7,33,7.02
CMP_24264,North America,Email,Email,Cart Abandonment Flow,1249,53,0,0.27
CMP_24265,Europe,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),180,6,12,3.69
CMP_24266,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),394,9,23,6.81
CMP_24267,Europe,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),555,13,18,14.09
CMP_24268,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),133,3,12,2.34
CMP_24269,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),289,7,15,12.14
CMP_24270,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),216,6,17,6.99
CMP_24271,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),229,5,26,6.46
CMP_24272,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1199,84,0,337.23
CMP_24273,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),685,15,38,22.47
CMP_24274,North America,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1214,91,0,460.4
CMP_24275,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),581,12,32,13.81
CMP_24276,APAC,Email,Email,VIP Early Access / Private Sale,1172,52,0,0.36
CMP_24277,APAC,Google Ads,Paid Search,Competitor Conquesting,1260,77,0,500.52
CMP_24278,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1472,69,0,231.13
CMP_24279,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),287,7,17,13.98
CMP_24280,Europe,TikTok,Paid Social Media,Product Highlight (Short-form),566,15,37,22.04
CMP_24281,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),374,12,14,9.88
CMP_24282,APAC,SMS,SMS,Flash Sale / Price Drop Alert,465,51,0,0.71
CMP_24283,APAC,X,Paid Social Media,Brand Awareness (Conversation Driven),291,8,12,6.37
CMP_24284,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1083,88,0,667.22
CMP_24285,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),450,11,18,22.93
CMP_24286,Europe,Email,Email,Cart Abandonment Flow,705,48,0,0.28
CMP_24287,Europe,Email,Email,Welcome Series,1333,43,0,0.25
CMP_24288,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),491,9,20,9.78
CMP_24289,North America,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",865,86,0,440.78
CMP_24290,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),252,6,21,7.07
CMP_24291,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1052,75,0,321.53
CMP_24292,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),92,2,5,1.82
CMP_24293,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),428,8,33,12.95
CMP_24294,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1142,70,0,419.71
CMP_24295,North America,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1340,93,0,305.99
CMP_24296,APAC,Google Ads,Paid Search,Competitor Conquesting,1825,87,0,622.68
CMP_24297,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),330,11,19,20.06
CMP_24298,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),341,11,11,12.51
CMP_24299,Europe,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1383,80,0,493.46
CMP_24300,North America,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),445,9,25,9.61
CMP_24301,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),296,10,10,11.08
CMP_24302,Europe,X,Paid Social Media,Product Launch Announcement,425,7,13,8.85
CMP_24303,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),425,8,24,14.28
CMP_24304,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1320,88,0,451.81
CMP_24305,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1763,107,0,461.28
CMP_24306,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),61,2,1,2.48
CMP_24307,Europe,SMS,SMS,Cart Abandonment Alert,495,58,0,0.68
CMP_24308,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1762,73,0,506.68
CMP_24309,APAC,X,Paid Social Media,Brand Awareness (Conversation Driven),398,10,14,15.03
CMP_24310,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1098,91,0,518.71
CMP_24311,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1273,92,0,435.42
CMP_24312,North America,Instagram,Paid Social Media,Product Highlight (Carousel),367,12,28,16.75
CMP_24313,Europe,Google Ads,Paid Search,Competitor Conquesting,841,83,0,247.0
CMP_24314,North America,SMS,SMS,Cart Abandonment Alert,454,48,0,0.48
CMP_24315,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),505,9,22,12.46
CMP_24316,APAC,SMS,SMS,Cart Abandonment Alert,624,62,0,0.87
CMP_24317,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1389,81,0,489.92
CMP_24318,APAC,SMS,SMS,Flash Sale / Price Drop Alert,529,50,0,0.7
CMP_24319,Europe,Bing Ads,Paid Search,Competitor Conquesting,1361,94,0,570.34
CMP_24320,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1495,91,0,650.24
CMP_24321,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),255,5,8,7.06
CMP_24322,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),562,11,30,9.06
CMP_24323,Europe,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1791,84,0,256.82
CMP_24324,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),308,9,19,15.25
CMP_24325,North America,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1907,82,0,267.67
CMP_24326,APAC,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",942,81,0,345.54
CMP_24327,Europe,SMS,SMS,Back-in-Stock Alert,722,44,0,0.52
CMP_24328,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),352,9,13,8.67
CMP_24329,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),214,5,15,9.37
CMP_24330,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1346,102,0,785.04
CMP_24331,North America,Email,Email,Newsletter / Brand Story,1013,43,0,0.21
CMP_24332,Europe,SMS,SMS,Cart Abandonment Alert,543,61,0,0.72
CMP_24333,North America,Google Ads,Paid Search,Competitor Conquesting,1237,57,0,222.73
CMP_24334,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1386,75,0,439.85
CMP_24335,North America,Email,Email,Cart Abandonment Flow,665,48,0,0.24
CMP_24336,North America,Instagram,Paid Social Media,Product Highlight (Carousel),304,10,9,13.8
CMP_24337,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1481,81,0,631.09
CMP_24338,North America,Instagram,Paid Social Media,Product Highlight (Carousel),318,10,14,5.65
CMP_24339,Europe,Email,Email,Newsletter / Brand Story,1977,63,0,0.37
CMP_24340,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),307,6,18,11.57
CMP_24341,North America,SMS,SMS,Cart Abandonment Alert,825,53,0,0.53
CMP_24342,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),403,9,16,11.51
CMP_24343,APAC,YouTube,Paid Social Media,Product Highlight (Detailed Review),548,12,37,16.01
CMP_24344,Europe,Email,Email,Cart Abandonment Flow,736,53,0,0.31
CMP_24345,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),783,12,23,11.68
CMP_24346,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),544,13,52,21.31
CMP_24347,APAC,SMS,SMS,Cart Abandonment Alert,680,50,0,0.7
CMP_24348,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),242,8,12,6.15
CMP_24349,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1323,104,0,371.85
CMP_24350,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),450,8,23,7.94
CMP_24351,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1733,88,0,446.15
CMP_24352,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),344,11,14,16.24
CMP_24353,APAC,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),138,3,5,3.81
CMP_24354,APAC,X,Paid Social Media,Influencer/KOL Discussion,529,17,19,34.53
CMP_24355,Europe,Email,Email,Cart Abandonment Flow,780,38,0,0.22
CMP_24356,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),706,15,52,13.57
CMP_24357,APAC,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),220,7,12,6.28
CMP_24358,APAC,Email,Email,Cart Abandonment Flow,964,45,0,0.31
CMP_24359,North America,YouTube,Paid Social Media,Product Highlight (Detailed Review),353,7,23,4.16
CMP_24360,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),779,13,60,19.71
CMP_24361,North America,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",2090,87,0,304.14
CMP_24362,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),288,10,9,13.96
CMP_24363,North America,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1665,75,0,281.88
CMP_24364,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",930,89,0,606.69
CMP_24365,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),317,11,36,18.27
CMP_24366,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1261,96,0,445.57
CMP_24367,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),349,9,15,7.42
CMP_24368,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),323,8,17,8.72
CMP_24369,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),262,9,19,13.68
CMP_24370,Europe,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),539,18,17,18.52
CMP_24371,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1655,111,0,811.06
CMP_24372,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),194,5,11,4.26
CMP_24373,Europe,SMS,SMS,Cart Abandonment Alert,1123,57,0,0.67
CMP_24374,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),465,10,34,16.64
CMP_24375,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),486,17,22,23.43
CMP_24376,APAC,Google Ads,Paid Search,Competitor Conquesting,1914,100,0,400.32
